analysis_id,method_id,method,region,metric,legacy_window_value,corrected_absolute_value,absolute_change,correction_reason,verification
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,far-core,rel_L2,0.28505577663469084,0.28949597842624675,0.004440201791555909,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,far-core,phase_deg,8.00597546735355,-8.622994311329833,-16.628969778683384,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,far-wake,rel_L2,0.28969119960103407,0.29220088919846027,0.0025096895974262012,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,far-wake,phase_deg,8.137980951573297,-8.490988827110098,-16.628969778683395,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,near-cylinder,rel_L2,0.5132904835173723,0.3986498573379578,-0.11464062617941445,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,near-cylinder,phase_deg,22.364354193097085,5.735384414413716,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,near-wake,rel_L2,0.44070619498279645,0.38383140890066564,-0.05687478608213081,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,near-wake,phase_deg,14.16648871886656,-2.4624810598168367,-16.6289697786834,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,other,rel_L2,11.220070420706776,11.281478849190037,0.061408428483261446,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,other,phase_deg,-28.05285398575097,-44.68182376443435,-16.628969778683377,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,whole-domain,rel_L2,0.3899240721288276,0.37069515802150554,-0.01922891410732208,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm15_v1_radial_trust,Pressure + physics + Karman prior,whole-domain,phase_deg,10.102353702791731,-6.52661607589164,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,far-core,rel_L2,0.9974424410827328,0.9971765558242203,-0.00026588525851256595,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,far-core,phase_deg,25.877405514357235,9.24843573567387,-16.628969778683366,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,far-wake,rel_L2,0.9975692708101321,0.9972479234891308,-0.00032134732100130847,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,far-wake,phase_deg,29.554766401013126,12.92579662232975,-16.628969778683377,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,near-cylinder,rel_L2,0.9109855202529992,0.9406295331124092,0.029644012859409985,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,near-cylinder,phase_deg,-35.322581399189914,-51.951551177873284,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,near-wake,rel_L2,1.0027584617838683,1.001504336694003,-0.0012541250898652212,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,near-wake,phase_deg,107.56324823465667,90.93427845597331,-16.628969778683356,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,other,rel_L2,1.0429656925989714,0.9241842531271137,-0.11878143947185771,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,other,phase_deg,36.29854321019235,19.66957343150897,-16.62896977868338,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,whole-domain,rel_L2,0.9982590529322466,0.9979354426488796,-0.00032361028336702624,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A04,arm1_baseline,Pressure only + physics,whole-domain,phase_deg,28.495466785616827,11.866497006933434,-16.62896977868339,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
