result_id,analysis_id,analysis,analysis_status,method_family,method_id,method,observations,tap_count,collocation,prior_active,noise_percent,metric_group,quantity,metric,region,value,unit,reference,value_type,phase_convention,verification,source,notes
MP-0125,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,rel_L2,far-wake,0.29220088919846027,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0126,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,amp_ratio,far-wake,0.8405636591923411,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0127,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,corr,far-wake,0.9750197121464105,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0128,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,phase_deg,far-wake,-8.490988827110098,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0129,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,learned_contribution,far-wake,-0.00717044609794959,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0130,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,rel_L2,far-core,0.28949597842624675,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0131,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,amp_ratio,far-core,0.8387517940246538,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0132,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,corr,far-core,0.9765788676166026,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0133,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,phase_deg,far-core,-8.622994311329833,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0134,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,learned_contribution,far-core,-0.007567246742410272,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0135,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,rel_L2,other,11.281478849190037,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0136,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,amp_ratio,other,11.489159861210807,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0137,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,corr,other,0.35065447214748,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0138,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,phase_deg,other,-44.68182376443435,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0139,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,learned_contribution,other,-10.417805204770348,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0140,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,rel_L2,whole-domain,0.37069515802150554,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0141,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,amp_ratio,whole-domain,0.8647728395492775,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0142,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,corr,whole-domain,0.9371953098193957,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0143,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,phase_deg,whole-domain,-6.52661607589164,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0144,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_00pct,Prior-assisted (clean pressure),cylinder pressure,32,uniform,True,0.0,v1_mode,v,learned_contribution,whole-domain,0.1077727753314035,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 34643 L-BFGS evaluations, not a controlled budget."
MP-0145,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,near-cylinder,0.07373108714818954,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0146,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,near-cylinder,0.10867218673229218,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0147,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,near-cylinder,0.02000579424202442,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0148,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,near-wake,0.17008616030216217,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0149,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,near-wake,0.5298383235931396,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0150,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,near-wake,0.3615548610687256,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0151,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,far-wake,0.19777055084705353,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0152,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,far-wake,0.45726364850997925,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0153,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,far-wake,1.0677814483642578,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0154,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,far-core,0.2304695099592209,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0155,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,far-core,0.4294816255569458,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0156,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,far-core,0.9905796647071838,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0157,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,other,0.0572129525244236,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0158,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,other,0.3909766674041748,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0159,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,other,0.40695708990097046,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0160,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,u,rel_L2,whole-domain,0.16344581544399261,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0161,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,v,rel_L2,whole-domain,0.4013257622718811,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0162,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,field,p,rel_L2,whole-domain,0.296927809715271,dimensionless,CFD,raw_metric,not applicable,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0163,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,rel_L2,near-cylinder,0.6999103834236227,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0164,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,amp_ratio,near-cylinder,0.6084748092946866,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0165,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,corr,near-cylinder,0.7518662120288071,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0166,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,phase_deg,near-cylinder,-15.81065529549928,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0167,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,learned_contribution,near-cylinder,0.672299882993747,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0168,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,rel_L2,near-wake,0.44878696617869035,dimensionless,CFD,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0169,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,amp_ratio,near-wake,0.8928871173386282,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0170,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,corr,near-wake,0.9304627814251119,dimensionless,ideal 1,raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0171,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,phase_deg,near-wake,-16.173148811783793,degrees,ideal phase 0 deg (absolute-time convention),raw_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv,"201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
MP-0172,A06,Pressure-noise sensitivity,complete_with_effort_and_single_seed_caveat,Hybrid ModalPINN,prior_physics_noise_01pct,Prior-assisted (1% pressure noise),cylinder pressure,32,uniform,True,1.0,v1_mode,v,learned_contribution,near-wake,0.24703538612198267,dimensionless,analytical Karman prior alone,derived_metric,absolute time; prediction and CFD reference aligned,verified_primary,modes_experiment/fresh_analysis/derived/a06_pressure_noise_summary.csv; derived/a04_prior_only_metrics.json,"prior-alone rel_L2 minus arm rel_L2; positive means the network improved on the prior. 201-snapshot common-contract evaluation; v1 in the absolute-time convention (a perfect model scores rel_L2 0 and phase 0); optimizer effort 5376 L-BFGS evaluations, not a controlled budget."
